id,role,career_switch,industry,language,rating_breakin,important_factors,sex,age,country,education,ethnicity,avgsalary
62a34ff1f408bae018ed601d,Data Analyst,No,Manufacturing,Python,Easy,Better Salary,Male,26,Other,Masters,White Or Caucasian,53000
62a34ff4f3072dd892624b32,Data Analyst,Yes,Healthcare,R,Neither easy nor difficult,Better Salary,Male,37,United States,Bachelors,White Or Caucasian,53000
62a3505bd8c00e9f5419f8df,Data Analyst,Yes,Healthcare,Python,Neither easy nor difficult,Better Salary,Female,31,United States,Bachelors,White Or Caucasian,75500
62a350f7f3072dd892624d05,Data Analyst,Yes,Finance,C/C++,Difficult,Good Work/Life Balance,Female,25,Other,Bachelors,Black Or African American,20000
62a35130f3072dd892624d9f,Data Analyst,Yes,Healthcare,Python,Easy,Better Salary,Female,26,Other,Bachelors,White Or Caucasian,20000
62a351860a77c1a77f65e86b,Data Analyst,Yes,Healthcare,SQL,Very Easy,Better Salary,Male,30,United States,Bachelors,White Or Caucasian,75500
62a3519b24a262602738514a,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Better Salary,Female,39,United States,Bachelors,Black Or African American,75500
62a35236b4da29969c631214,Other,No,Education,Python,Easy,Good Work/Life Balance,Female,28,India,Masters,Asian Or Asian American,20000
62a352a32e54c9003e534981,Data Analyst,Yes,Finance,SQL,Very Easy,Good Work/Life Balance,Male,22,United States,Bachelors,African,75500
62a352f00a77c1a77f65eae7,Data Analyst,Yes,Telecommunication,Python,Neither easy nor difficult,Good Culture,Male,28,Other,Bachelors,Black Or African American,20000
62a353372e54c9003e534a40,Data Analyst,No,Tech,R,Neither easy nor difficult,Remote,Male,33,United States,Masters,White Or Caucasian,187500
62a353565d257a28a30da59f,Data Analyst,Yes,Finance,SQL,Neither easy nor difficult,Good Work/Life Balance,Female,22,Other,Bachelors,African,20000
62a353f07dc029e2d66c1783,Student/Looking/None,No,Tech,Python,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other,20000
62a3545e0f8c8599d5af474b,Data Analyst,Yes,Other,DAX,Easy,Good Work/Life Balance,Male,37,United States,Bachelors,Other,115500
62a35472cec54911e9ca82bc,Data Analyst,No,Other,R,Difficult,Better Salary,Male,24,United States,Masters,White Or Caucasian,53000
62a354bdb4da29969c631700,Data Analyst,No,Healthcare,R,Difficult,Better Salary,Male,25,United Kingdom,Masters,Asian Or Asian American,53000
62a354e9cf255543173031ed,Data Engineer,No,Healthcare,R,Neither easy nor difficult,Good Culture,Male,28,United States,Masters,Black Or African American,95500
62a35541f3072dd892625517,Data Analyst,Yes,Energy,Python,Easy,Better Salary,Male,32,United Kingdom,Bachelors,White Or Caucasian,53000
62a355445d257a28a30dab12,Data Analyst,Yes,Government,Python,Easy,Good Culture,Male,29,United States,Bachelors,Asian Or Asian American,53000
62a35631cf25554317303425,Data Analyst,No,Healthcare,R,Difficult,Other,Female,26,Other,Masters,White Or Caucasian,53000
62a357390a77c1a77f65f189,Data Engineer,Yes,Tech,Python,Neither easy nor difficult,Remote,Male,37,Canada,Masters,White Or Caucasian,53000
62a3578b0a77c1a77f65f279,Data Analyst,No,Logistics,R,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White Or Caucasian,53000
62a357d30f8c8599d5af4ea3,Data Analyst,No,Finance,SQL,Difficult,Better Salary,Male,24,Other,High School,White Or Caucasian,20000
62a3582e575fa3a5ae88e506,Data Analyst,No,Finance,SQL,Easy,Better Salary,Male,52,United States,Bachelors,White Or Caucasian,137500
62a35878575fa3a5ae88e5d5,Data Analyst,Yes,Finance,Python,Difficult,Good Culture,Male,27,Other,Bachelors,Asian Or Asian American,53000
62a35981bae91e4b8b8323dd,Data Analyst,No,Healthcare,Other,Neither easy nor difficult,Better Salary,Female,29,United States,Masters,White Or Caucasian,115500
62a35a2c7dc029e2d66c2519,Student/Looking/None,No,Tech,Python,Difficult,Better Salary,Male,42,Other,Associates,White Or Caucasian,20000
62a35aa2f8d5efcc22f8075d,Data Analyst,Yes,Telecommunication,R,Difficult,Other,Male,28,United States,Masters,White Or Caucasian,53000
62a35ababae91e4b8b83269d,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Good Work/Life Balance,Male,44,Other,Bachelors,Hispanic Or Latino,20000
62a35ae0575fa3a5ae88ea98,Data Engineer,Yes,Tech,Python,Neither easy nor difficult,Remote,Male,23,Other,Bachelors,White Or Caucasian,20000
62a35ae87dc029e2d66c279b,Data Analyst,No,Other,R,Easy,Better Salary,Male,27,United States,Bachelors,Hispanic Or Latino,53000
62a35b13bc6861bf31770188,Data Analyst,No,Construction,Python,Neither easy nor difficult,Good Culture,Male,26,United States,Masters,White Or Caucasian,75500
62a35b72f408bae018ed76a8,Data Analyst,Yes,Healthcare,Other,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Hispanic Or Latino,95500
62a35b965d257a28a30db899,Data Analyst,Yes,Retail,Python,Difficult,Better Salary,Male,33,Canada,Bachelors,Asian Or Asian American,75500
62a35ba3f3072dd892626068,Data Analyst,Yes,Other,Python,Easy,Better Salary,Male,28,United States,Bachelors,Hispanic Or Latino,75500
62a35c890a77c1a77f65fdfa,Data Analyst,Yes,Tech,R,Neither easy nor difficult,Better Salary,Male,32,Other,Bachelors,Black Or African American,20000
62a35d8f575fa3a5ae88efd6,Student/Looking/None,Yes,Other,Python,Very Difficult,Better Salary,Male,34,Canada,Associates,Asian Or Asian American,53000
62a35d95cf25554317304386,Data Analyst,No,Tech,Python,Easy,Good Work/Life Balance,Male,28,United States,Bachelors,Asian Or Asian American,187500
62a35e970a77c1a77f66035a,Data Scientist,Yes,Telecommunication,Python,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Indian,137500
62a35eabf408bae018ed7cbc,Data Engineer,Yes,Finance,Python,Difficult,Better Salary,Male,22,United States,Bachelors,White Or Caucasian,53000
62a35f0d24a2626027386a8b,Data Analyst,No,Healthcare,Python,Neither easy nor difficult,Better Salary,Male,29,United States,Masters,White Or Caucasian,75500
62a35f825d257a28a30dc128,Data Analyst,No,Healthcare,Python,Neither easy nor difficult,Good Work/Life Balance,Female,31,United States,Masters,White Or Caucasian,75500
62a35fa0f8f7561645856c35,Data Analyst,No,Tech,Python,Easy,Remote,Male,28,United States,Bachelors,White Or Caucasian,75500
62a35fc1f8f7561645856c98,Student/Looking/None,No,Healthcare,Python,Neither easy nor difficult,Good Work/Life Balance,Male,24,United States,Masters,Asian Or Asian American,20000
62a3602318134ddc75ced6b9,Data Analyst,No,Government,Other,Easy,Good Culture,Male,34,United States,Masters,White Or Caucasian,95500
62a360b8f8f7561645856ec4,Data Engineer,No,Tech,Python,Difficult,Better Salary,Male,23,United States,Bachelors,White Or Caucasian,95500
62a360dbd8c00e9f541a16cf,Student/Looking/None,No,Construction,Other,Neither easy nor difficult,Remote,Male,32,Other,Masters,White Or Caucasian,53000
62a36146f8f7561645856ff7,Data Analyst,Yes,Healthcare,R,Easy,Remote,Male,29,Other,High School,Hispanic Or Latino,20000
62a361af0f8c8599d5af6277,Data Analyst,Yes,Education,Python,Very Difficult,Better Salary,Male,34,Nigeria,Bachelors,Black Or African American,20000
62a361cc575fa3a5ae88f908,Data Analyst,No,Finance,Python,Very Easy,Remote,Male,24,United Kingdom,Bachelors,White Or Caucasian,75500
62a3620f0f8c8599d5af63a5,Data Analyst,No,Tech,Python,Difficult,Better Salary,Male,30,United States,Bachelors,Indian,75500
62a36251d8c00e9f541a199e,Data Analyst,No,Other,Python,Difficult,Better Salary,Male,24,United States,Masters,Hispanic Or Latino,95500
62a36275bc6861bf31771183,Data Analyst,Yes,Other,Python,Easy,Better Salary,Male,27,United States,Bachelors,Other,53000
62a3636c2e54c9003e536e6b,Data Analyst,No,Finance,Python,Neither easy nor difficult,Better Salary,Male,21,India,Bachelors,Asian Or Asian American,20000
62a365c2f8d5efcc22f81e2e,Data Analyst,No,Logistics,Python,Very Difficult,Other,Male,31,Other,Masters,Black Or African American,20000
62a365d5d8c00e9f541a20cf,Data Analyst,Yes,Telecommunication,R,Difficult,Better Salary,Male,41,Other,Bachelors,White Or Caucasian,20000
62a3670b575fa3a5ae890422,Data Analyst,Yes,Tech,Python,Difficult,Better Salary,Male,25,India,Bachelors,Asian Or Asian American,20000
